file	sentence	voicevox_says	kuromoji_expects	has_r
n5_27.json	丸い時計、四角いテーブル、いろんな形が好きみたいです。彼の犬はとても可愛いです。	まるいとけえしかくいてえぶるいろんなかたちがすきみたいですかれのいぬわとてもかわいです	まるいとけえしかくいてぶるいろんなかたちがすきみたいですかれのいぬわとてもかわいです	
n5_27.json	夜は眠くて、危ない運転をしないように、タクシーで帰りました。	よるわねむくてあぶないうんてんおしないよおにたくしいでかえりました	よるわねむくてあぶないうんてんおしないよおにたくしでかえりました	
n5_27.json	ああいうかっこいい人と友達になりたい、新しい家具も欲しいなぁ。	あいうかっこいひととともだちになりたいあたらしいかぐもほしいなあ	あゆうかっこいひととともだちになりたいあたらしいかぐもほしいなぁ	
n5_28.json	アプリで勉強するのは便利、紙のノートは少し不便かもしれません。	あぷりでべんきょおするのわべんりかみののおとわすこしふべんかもしれません	あぷりでべんきょおするのわべんりかみののとわすこしふべんかもしれません	
n5_30.json	飛行機の中で、まずパスポートを準備しました。	ひこおきのなかでまずぱすぽおとおじゅんびしました	ひこおきのなかでまずぱすぽとおじゅんびしました	
n5_30.json	日本語は全然できないけど、だんだん慣れてきました。まだ大丈夫、多分英語で何とかなります。	にほんごわぜんぜんできないけどだんだんなれてきましたまだだいじょおぶたぶんえごでなにとかなります	にほんごわぜんぜんできないけどだんだんなれてきましたまだだいじょおぶたぶんえごでなんとかなります	
n5_31.json	「必ず、絶対忘れないで」と言われました。特に大切なメモは、普通のノートに書きません。	かならずぜったいわすれないでといわれましたとくにたいせつなめもわふつうののおとにかきません	かならずぜったいわすれないでといわれましたとくにたいせつなめもわふつうののとにかきません	
n5_32.json	「ごちそうさまでした」と言ってから、「行ってきます」。お母さんは「行ってらっしゃい」と笑いました。	ごちそおさまでしたといってからいってきますおかあさんわいってらっしゃいとわらいました	ごちそおさまでしたといってからおこなってきますおかあさんわおこなってらっしゃいとわらいました	
n5_32.json	学校で先生に「こんにちは」、新しい友達には「初めまして、よろしくお願いします」。	がっこおでせんせえにこんにちわあたらしいともだちにわわじめましてよろしくおねがいします	がっこおでせんせえにこんにちわあたらしいともだちにわそめましてよろしくおねがいします	
n5_33.json	「でも、今ちょっと風邪気味で…」「お大事に」と返しました。	でもいまちょっとかぜぎみでおだいじにとかえしました	でもいまちょっとかぜぎみで…おだいじにとかえしました	
n5_33.json	「それでスケジュール変更?だからメールも届いていない?けれども、私は知らされていません」	それですけじゅうるえんこおだからめえるもとどいてえないけれどもわたしわしらされてえません	それですけじゅるえんこおだからめるもとどいてえないけれどもわたしわしらされてえません	
n5_34.json	「3時ごろまでに、1時間ぐらい話そう。」	さんじごろまでにいちじかんぐらいわなそお	じごろまでにじかんぐらいわなそお	
n5_34.json	「8時から始めて、ピアノとギターやテニスなどを話したい」	わちじからわじめてぴあのとぎたあやてにすなどおわなしたい	じからわじめてぴあのとぎたやてにすなどおわなしたい	
n5_35.json	日本に行きたい、というのが私のつもりです。一人より、友達と一緒のほうが楽しい。	にっぽんにいきたいというのがわたしのつもりですひとりよりともだちといっしょのほおがたのしい	にっぽんにいきたいというのがわたしのつもりですいちにんよりともだちといっしょのほおがたのしい	
n5_36.json	「あのう、明日のミーティング、何時からですか?」と聞きました。	あのおあしたのみいてぃんぐなんじからですかとききました	あのおあしたのみてぃんぐなんじからですかとききました	
n5_36.json	先輩は「ええと、確か9時からだったと思います」と答えました。	せんぱいわえとたしかくじからだったとおもいますとこたえました	せんぱいわえとたしかじからだったとおもいますとこたえました	
